#chr1	x1	x2	chr2:y1-y2,2
chr14	10060000	10070000	chr14:10160000-10170000,2
chr14	122330000	122340000	chr14:122560000-122570000,2
chr14	118470000	118480000	chr14:118540000-118550000,2
chr14	116120000	116130000	chr14:117980000-117990000,2
chr14	105730000	105740000	chr14:105980000-105990000,2
chr14	86230000	86240000	chr14:87000000-87010000,2
chr14	71250000	71260000	chr14:71850000-71860000,2
chr14	56970000	56980000	chr14:57360000-57370000,2
chr14	26710000	26720000	chr14:26990000-27000000,2
chr14	21930000	21940000	chr14:22110000-22120000,2
chr14	120830000	120840000	chr14:121450000-121460000,2
chr14	91900000	91910000	chr14:92060000-92070000,2
chr14	68730000	68740000	chr14:69140000-69150000,2
chr14	73520000	73530000	chr14:74700000-74710000,2
chr14	61310000	61320000	chr14:62180000-62190000,2
chr14	47590000	47600000	chr14:48030000-48040000,2
chr14	30130000	30140000	chr14:30570000-30580000,2
chr14	24060000	24070000	chr14:24270000-24280000,2
chr14	107740000	107750000	chr14:108250000-108260000,2
chr14	56450000	56460000	chr14:56720000-56730000,2
chr14	48180000	48190000	chr14:49020000-49030000,2
chr14	16610000	16620000	chr14:17330000-17340000,2
chr14	29300000	29310000	chr14:29890000-29900000,2
chr14	10890000	10900000	chr14:11930000-11940000,2
chr14	63400000	63410000	chr14:63450000-63460000,2
chr14	54100000	54110000	chr14:54150000-54160000,2
chr14	74940000	74950000	chr14:75000000-75010000,2
chr14	47800000	47810000	chr14:47930000-47940000,2
chr14	76500000	76510000	chr14:76690000-76700000,2
chr14	101780000	101790000	chr14:101860000-101870000,2
chr14	105670000	105680000	chr14:105720000-105730000,2
chr14	103480000	103490000	chr14:103530000-103540000,2
chr14	54100000	54110000	chr14:54220000-54230000,2
chr14	105580000	105590000	chr14:105720000-105730000,2
chr14	64700000	64710000	chr14:64750000-64760000,2
chr14	75980000	75990000	chr14:76040000-76050000,2
chr14	34400000	34410000	chr14:34450000-34460000,2
chr14	22810000	22820000	chr14:23040000-23050000,2
chr14	54060000	54070000	chr14:54110000-54120000,2
chr14	74820000	74830000	chr14:74880000-74890000,2
chr14	21060000	21070000	chr14:21110000-21120000,2
chr14	69860000	69870000	chr14:70150000-70160000,2
chr14	72550000	72560000	chr14:72600000-72610000,2
chr14	46830000	46840000	chr14:46880000-46890000,2
chr14	20760000	20770000	chr14:20880000-20890000,2
chr14	62490000	62500000	chr14:62620000-62630000,2
chr14	68740000	68750000	chr14:68940000-68950000,2
chr14	64270000	64280000	chr14:64440000-64450000,2
chr14	36870000	36880000	chr14:36930000-36940000,2
chr14	120960000	120970000	chr14:121030000-121040000,2
chr14	67860000	67870000	chr14:67930000-67940000,2
chr14	70450000	70460000	chr14:70500000-70510000,2
chr14	77370000	77380000	chr14:77420000-77430000,2
chr14	76600000	76610000	chr14:76870000-76880000,2
chr14	34270000	34280000	chr14:34360000-34370000,2
chr14	45920000	45930000	chr14:45990000-46000000,2
chr14	86560000	86570000	chr14:86620000-86630000,2
chr14	118615000	118620000	chr14:118655000-118660000,2
chr14	61555000	61560000	chr14:62325000-62330000,2
chr14	105610000	105615000	chr14:105650000-105655000,2
chr14	65865000	65870000	chr14:65950000-65955000,2
chr14	48115000	48120000	chr14:48185000-48190000,2
chr14	7820000	7825000	chr14:7910000-7915000,2
chr14	31405000	31410000	chr14:31460000-31465000,2
chr14	31015000	31020000	chr14:31055000-31060000,2
chr14	25800000	25805000	chr14:25850000-25855000,2
chr14	23115000	23120000	chr14:23250000-23255000,2
chr14	121120000	121125000	chr14:121170000-121175000,2
chr14	118655000	118660000	chr14:118730000-118735000,2
chr14	103090000	103095000	chr14:103535000-103540000,2
chr14	99480000	99485000	chr14:99535000-99540000,2
chr14	76040000	76045000	chr14:76105000-76110000,2
chr14	70385000	70390000	chr14:70505000-70510000,2
chr14	64865000	64870000	chr14:64960000-64965000,2
chr14	64270000	64275000	chr14:64365000-64370000,2
chr14	60785000	60790000	chr14:61085000-61090000,2
chr14	57535000	57540000	chr14:57605000-57610000,2
chr14	50860000	50865000	chr14:50935000-50940000,2
chr14	31780000	31785000	chr14:32045000-32050000,2
chr14	21145000	21150000	chr14:21630000-21635000,2
chr14	23005000	23010000	chr14:23040000-23045000,2
chr14	25300000	25305000	chr14:25360000-25365000,2
chr14	30720000	30725000	chr14:30755000-30760000,2
chr14	26500000	26505000	chr14:26535000-26540000,2
chr14	20700000	20705000	chr14:20800000-20805000,2
chr14	11945000	11950000	chr14:12095000-12100000,2
chr14	122110000	122115000	chr14:122160000-122165000,2
chr14	121195000	121200000	chr14:121245000-121250000,2
chr14	105395000	105400000	chr14:105470000-105475000,2
chr14	101560000	101565000	chr14:101650000-101655000,2
chr14	72770000	72775000	chr14:72840000-72845000,2
chr14	71485000	71490000	chr14:71530000-71535000,2
chr14	70615000	70620000	chr14:70765000-70770000,2
chr14	67260000	67265000	chr14:67300000-67305000,2
chr14	64330000	64335000	chr14:64365000-64370000,2
chr14	67830000	67835000	chr14:67935000-67940000,2
chr14	69825000	69830000	chr14:69860000-69865000,2
chr14	61245000	61250000	chr14:61295000-61300000,2
chr14	60905000	60910000	chr14:61045000-61050000,2
chr14	57735000	57740000	chr14:57900000-57905000,2
chr14	54275000	54280000	chr14:54310000-54315000,2
chr14	48385000	48390000	chr14:48480000-48485000,2
chr14	47475000	47480000	chr14:47535000-47540000,2
chr14	45550000	45555000	chr14:45705000-45710000,2
chr14	34365000	34370000	chr14:34565000-34570000,2
chr14	34360000	34365000	chr14:34455000-34460000,2
chr14	33225000	33230000	chr14:33305000-33310000,2
chr14	25220000	25225000	chr14:25300000-25305000,2
chr14	24995000	25000000	chr14:25085000-25090000,2
chr14	23155000	23160000	chr14:23190000-23195000,2
chr14	21265000	21270000	chr14:21320000-21325000,2
chr14	21245000	21250000	chr14:21420000-21425000,2
chr14	21140000	21145000	chr14:21740000-21745000,2
chr14	18340000	18345000	chr14:18385000-18390000,2
chr14	121070000	121075000	chr14:121170000-121175000,2
chr14	101560000	101565000	chr14:101600000-101605000,2
chr14	99215000	99220000	chr14:99295000-99300000,2
chr14	99140000	99145000	chr14:99890000-99895000,2
chr14	97615000	97620000	chr14:97655000-97660000,2
chr14	78080000	78085000	chr14:78120000-78125000,2
chr14	74765000	74770000	chr14:74985000-74990000,2
chr14	73405000	73410000	chr14:73440000-73445000,2
chr14	73105000	73110000	chr14:73140000-73145000,2
chr14	71530000	71535000	chr14:71575000-71580000,2
chr14	71075000	71080000	chr14:71150000-71155000,2
chr14	70030000	70035000	chr14:70070000-70075000,2
chr14	69860000	69865000	chr14:69895000-69900000,2
chr14	63470000	63475000	chr14:63535000-63540000,2
chr14	63090000	63095000	chr14:63260000-63265000,2
chr14	61085000	61090000	chr14:61170000-61175000,2
chr14	55780000	55785000	chr14:55855000-55860000,2
chr14	55120000	55125000	chr14:55430000-55435000,2
chr14	49035000	49040000	chr14:49080000-49085000,2
chr14	47720000	47725000	chr14:48350000-48355000,2
chr14	46555000	46560000	chr14:46600000-46605000,2
chr14	34510000	34515000	chr14:34585000-34590000,2
chr14	34455000	34460000	chr14:34675000-34680000,2
chr14	32125000	32130000	chr14:32190000-32195000,2
chr14	31790000	31795000	chr14:31940000-31945000,2
chr14	31565000	31570000	chr14:31695000-31700000,2
chr14	31165000	31170000	chr14:31230000-31235000,2
chr14	27250000	27255000	chr14:27300000-27305000,2
chr14	27055000	27060000	chr14:27090000-27095000,2
chr14	26990000	26995000	chr14:27095000-27100000,2
chr14	25100000	25105000	chr14:25525000-25530000,2
chr14	20840000	20845000	chr14:20945000-20950000,2
chr14	13570000	13575000	chr14:13655000-13660000,2
chr14	123370000	123375000	chr14:123660000-123665000,2
chr14	105610000	105615000	chr14:105715000-105720000,2
chr14	105165000	105170000	chr14:105295000-105300000,2
chr14	79015000	79020000	chr14:79100000-79105000,2
chr14	78870000	78875000	chr14:78905000-78910000,2
chr14	77100000	77105000	chr14:77195000-77200000,2
chr14	76540000	76545000	chr14:76945000-76950000,2
chr14	73390000	73395000	chr14:73465000-73470000,2
chr14	70885000	70890000	chr14:70925000-70930000,2
chr14	66095000	66100000	chr14:66130000-66135000,2
chr14	64755000	64760000	chr14:64825000-64830000,2
chr14	62995000	63000000	chr14:63030000-63035000,2
chr14	62715000	62720000	chr14:62750000-62755000,2
chr14	63665000	63670000	chr14:63730000-63735000,2
chr14	64205000	64210000	chr14:64245000-64250000,2
chr14	61375000	61380000	chr14:61420000-61425000,2
chr14	55560000	55565000	chr14:55595000-55600000,2
chr14	61420000	61425000	chr14:61455000-61460000,2
chr14	62335000	62340000	chr14:62395000-62400000,2
chr14	48185000	48190000	chr14:48350000-48355000,2
chr14	47580000	47585000	chr14:47675000-47680000,2
chr14	47130000	47135000	chr14:47170000-47175000,2
chr14	34205000	34210000	chr14:34240000-34245000,2
chr14	34080000	34085000	chr14:34120000-34125000,2
chr14	32220000	32225000	chr14:32295000-32300000,2
chr14	31260000	31265000	chr14:31295000-31300000,2
chr14	30865000	30870000	chr14:30915000-30920000,2
chr14	30480000	30485000	chr14:30570000-30575000,2
chr14	26990000	26995000	chr14:27055000-27060000,2
chr14	26435000	26440000	chr14:26475000-26480000,2
chr14	26365000	26370000	chr14:26450000-26455000,2
chr14	25500000	25505000	chr14:25545000-25550000,2
chr14	25460000	25465000	chr14:25600000-25605000,2
chr14	25120000	25125000	chr14:25460000-25465000,2
chr14	24740000	24745000	chr14:24820000-24825000,2
chr14	24205000	24210000	chr14:24240000-24245000,2
chr14	22650000	22655000	chr14:22740000-22745000,2
chr14	21695000	21700000	chr14:21730000-21735000,2
chr14	21670000	21675000	chr14:21740000-21745000,2
chr14	123535000	123540000	chr14:123650000-123655000,2
chr14	122050000	122055000	chr14:122130000-122135000,2
chr14	105490000	105495000	chr14:105525000-105530000,2
chr14	99710000	99715000	chr14:99745000-99750000,2
chr14	72790000	72795000	chr14:72875000-72880000,2
chr14	70615000	70620000	chr14:70665000-70670000,2
chr14	68860000	68865000	chr14:68945000-68950000,2
chr14	68830000	68835000	chr14:68935000-68940000,2
chr14	67095000	67100000	chr14:67185000-67190000,2
chr14	65940000	65945000	chr14:65985000-65990000,2
chr14	64650000	64655000	chr14:64750000-64755000,2
chr14	63580000	63585000	chr14:63665000-63670000,2
chr14	63565000	63570000	chr14:63620000-63625000,2
chr14	63225000	63230000	chr14:63260000-63265000,2
chr14	62920000	62925000	chr14:62955000-62960000,2
chr14	62590000	62595000	chr14:62635000-62640000,2
chr14	62560000	62565000	chr14:62835000-62840000,2
chr14	62335000	62340000	chr14:62435000-62440000,2
chr14	61435000	61440000	chr14:61500000-61505000,2
chr14	56580000	56585000	chr14:56665000-56670000,2
chr14	54570000	54575000	chr14:54605000-54610000,2
chr14	54255000	54260000	chr14:54335000-54340000,2
chr14	48235000	48240000	chr14:48305000-48310000,2
chr14	35300000	35305000	chr14:35335000-35340000,2
chr14	27105000	27110000	chr14:27180000-27185000,2
chr14	24975000	24980000	chr14:25040000-25045000,2
chr14	22960000	22965000	chr14:23250000-23255000,2
chr14	122950000	122955000	chr14:123240000-123245000,2
chr14	20345000	20350000	chr14:20380000-20385000,2
chr14	121850000	121855000	chr14:121915000-121920000,2
chr14	97220000	97225000	chr14:97275000-97280000,2
chr14	97105000	97110000	chr14:97170000-97175000,2
chr14	79400000	79405000	chr14:79480000-79485000,2
chr14	78980000	78985000	chr14:79015000-79020000,2
chr14	78845000	78850000	chr14:78940000-78945000,2
chr14	77200000	77205000	chr14:77245000-77250000,2
chr14	77100000	77105000	chr14:77135000-77140000,2
chr14	76235000	76240000	chr14:76295000-76300000,2
chr14	76135000	76140000	chr14:76215000-76220000,2
chr14	72605000	72610000	chr14:72665000-72670000,2
chr14	72600000	72605000	chr14:72870000-72875000,2
chr14	69975000	69980000	chr14:70015000-70020000,2
chr14	69870000	69875000	chr14:69925000-69930000,2
chr14	70905000	70910000	chr14:70985000-70990000,2
chr14	72495000	72500000	chr14:72530000-72535000,2
chr14	67725000	67730000	chr14:67935000-67940000,2
chr14	64440000	64445000	chr14:64560000-64565000,2
chr14	63090000	63095000	chr14:63375000-63380000,2
chr14	63015000	63020000	chr14:63050000-63055000,2
chr14	62200000	62205000	chr14:62235000-62240000,2
chr14	61030000	61035000	chr14:61085000-61090000,2
chr14	60995000	61000000	chr14:61045000-61050000,2
chr14	54520000	54525000	chr14:54605000-54610000,2
chr14	51900000	51905000	chr14:51975000-51980000,2
chr14	48240000	48245000	chr14:48285000-48290000,2
chr14	47985000	47990000	chr14:48035000-48040000,2
chr14	47045000	47050000	chr14:47080000-47085000,2
chr14	46935000	46940000	chr14:47005000-47010000,2
chr14	46290000	46295000	chr14:46345000-46350000,2
chr14	45540000	45545000	chr14:45830000-45835000,2
chr14	34575000	34580000	chr14:34645000-34650000,2
chr14	24490000	24495000	chr14:24525000-24530000,2
chr14	22400000	22405000	chr14:22440000-22445000,2
chr14	21580000	21585000	chr14:21735000-21740000,2
chr14	20120000	20125000	chr14:20235000-20240000,2
chr14	12405000	12410000	chr14:12455000-12460000,2
chr14	122470000	122475000	chr14:122635000-122640000,2
chr14	121535000	121540000	chr14:121595000-121600000,2
chr14	121160000	121165000	chr14:121195000-121200000,2
chr14	118655000	118660000	chr14:118700000-118705000,2
chr14	117945000	117950000	chr14:117980000-117985000,2
chr14	117535000	117540000	chr14:117600000-117605000,2
chr14	105790000	105795000	chr14:105825000-105830000,2
chr14	103340000	103345000	chr14:103535000-103540000,2
chr14	97395000	97400000	chr14:97445000-97450000,2
chr14	92265000	92270000	chr14:92300000-92305000,2
chr14	78570000	78575000	chr14:78640000-78645000,2
chr14	78380000	78385000	chr14:78455000-78460000,2
chr14	78135000	78140000	chr14:78180000-78185000,2
chr14	77945000	77950000	chr14:77980000-77985000,2
chr14	76400000	76405000	chr14:76455000-76460000,2
chr14	73010000	73015000	chr14:73105000-73110000,2
chr14	66300000	66305000	chr14:66340000-66345000,2
chr14	66060000	66065000	chr14:66125000-66130000,2
chr14	64205000	64210000	chr14:64440000-64445000,2
chr14	63865000	63870000	chr14:63900000-63905000,2
chr14	60855000	60860000	chr14:60905000-60910000,2
chr14	56845000	56850000	chr14:56880000-56885000,2
chr14	56760000	56765000	chr14:56805000-56810000,2
chr14	58380000	58385000	chr14:58415000-58420000,2
chr14	58490000	58495000	chr14:58525000-58530000,2
chr14	54255000	54260000	chr14:54405000-54410000,2
chr14	52060000	52065000	chr14:52100000-52105000,2
chr14	48385000	48390000	chr14:48435000-48440000,2
chr14	48350000	48355000	chr14:48415000-48420000,2
chr14	47420000	47425000	chr14:47475000-47480000,2
chr14	46605000	46610000	chr14:46655000-46660000,2
chr14	46445000	46450000	chr14:46480000-46485000,2
chr14	46030000	46035000	chr14:46075000-46080000,2
chr14	45950000	45955000	chr14:45995000-46000000,2
chr14	45385000	45390000	chr14:45430000-45435000,2
chr14	36675000	36680000	chr14:36765000-36770000,2
chr14	36490000	36495000	chr14:36580000-36585000,2
chr14	36110000	36115000	chr14:36145000-36150000,2
chr14	33275000	33280000	chr14:33310000-33315000,2
chr14	32530000	32535000	chr14:32595000-32600000,2
chr14	32160000	32165000	chr14:32195000-32200000,2
chr14	31120000	31125000	chr14:31340000-31345000,2
chr14	30940000	30945000	chr14:30975000-30980000,2
chr14	30670000	30675000	chr14:30865000-30870000,2
chr14	25350000	25355000	chr14:25440000-25445000,2
chr14	24930000	24935000	chr14:25000000-25005000,2
chr14	24930000	24935000	chr14:24975000-24980000,2
chr14	22875000	22880000	chr14:22925000-22930000,2
chr14	21935000	21940000	chr14:21990000-21995000,2
chr14	20415000	20420000	chr14:20465000-20470000,2
chr14	13570000	13575000	chr14:13625000-13630000,2
chr14	12980000	12985000	chr14:13040000-13045000,2
chr14	11835000	11840000	chr14:11870000-11875000,2
chr14	123130000	123135000	chr14:123240000-123245000,2
chr14	118895000	118900000	chr14:118965000-118970000,2
chr14	116925000	116930000	chr14:117280000-117285000,2
chr14	110380000	110385000	chr14:110430000-110435000,2
chr14	105555000	105560000	chr14:105610000-105615000,2
chr14	100570000	100575000	chr14:100620000-100625000,2
chr14	99365000	99370000	chr14:99430000-99435000,2
chr14	91630000	91635000	chr14:91680000-91685000,2
chr14	79400000	79405000	chr14:79435000-79440000,2
chr14	75975000	75980000	chr14:76065000-76070000,2
chr14	75285000	75290000	chr14:75320000-75325000,2
chr14	70580000	70585000	chr14:70615000-70620000,2
chr14	70510000	70515000	chr14:70600000-70605000,2
chr14	63280000	63285000	chr14:63345000-63350000,2
chr14	62565000	62570000	chr14:62855000-62860000,2
chr14	57735000	57740000	chr14:57780000-57785000,2
chr14	57270000	57275000	chr14:57305000-57310000,2
chr14	57105000	57110000	chr14:57360000-57365000,2
chr14	56620000	56625000	chr14:56935000-56940000,2
chr14	55730000	55735000	chr14:55820000-55825000,2
chr14	55020000	55025000	chr14:55075000-55080000,2
chr14	52120000	52125000	chr14:52190000-52195000,2
chr14	46170000	46175000	chr14:46370000-46375000,2
chr14	36645000	36650000	chr14:36690000-36695000,2
chr14	30700000	30705000	chr14:30940000-30945000,2
chr14	123510000	123515000	chr14:123770000-123775000,2
chr14	122935000	122940000	chr14:122985000-122990000,2
chr14	121960000	121965000	chr14:122050000-122055000,2
chr14	121755000	121760000	chr14:121805000-121810000,2
chr14	117480000	117485000	chr14:117545000-117550000,2
chr14	117440000	117445000	chr14:117490000-117495000,2
chr14	116270000	116275000	chr14:116305000-116310000,2
chr14	103175000	103180000	chr14:103280000-103285000,2
chr14	101600000	101605000	chr14:101635000-101640000,2
chr14	88225000	88230000	chr14:88270000-88275000,2
chr14	86290000	86295000	chr14:86325000-86330000,2
chr14	78950000	78955000	chr14:78985000-78990000,2
chr14	77460000	77465000	chr14:77525000-77530000,2
chr14	76365000	76370000	chr14:76400000-76405000,2
chr14	76295000	76300000	chr14:76360000-76365000,2
chr14	76215000	76220000	chr14:76320000-76325000,2
chr14	70780000	70785000	chr14:70850000-70855000,2
chr14	69895000	69900000	chr14:69980000-69985000,2
chr14	65665000	65670000	chr14:65770000-65775000,2
chr14	64125000	64130000	chr14:64425000-64430000,2
chr14	63730000	63735000	chr14:63830000-63835000,2
chr14	63345000	63350000	chr14:63400000-63405000,2
chr14	63140000	63145000	chr14:63375000-63380000,2
